City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,chabahar,25.2919,60.643,300.08,60,0,2.74,IR,1714106341
356,moose jaw,50.4001,-105.5344,283.3,34,75,2.06,CA,1714106350
357,kingston,17.997,-76.7936,301.68,70,20,5.14,JM,1714105797
358,jashpurnagar,22.9,84.15,310.06,11,0,4.22,IN,1714106351
359,corral de bustos,-33.2821,-62.1846,287.63,95,100,1.49,AR,1714106351
360,tyukhtet,56.5389,89.3011,276.03,91,100,2.18,RU,1714106352
361,la gi,10.6667,107.7833,305.74,60,70,5.1,VN,1714106185
362,san zenon,9.2422,-74.5004,298.79,92,98,2.34,CO,1714106352
363,les avirons,-21.2418,55.3394,298.2,65,0,2.57,RE,1714106353
364,queanbeyan,-35.35,149.2333,292.69,45,0,2.06,AU,1714106353
365,kenora,49.8167,-94.4337,288.69,38,75,8.75,CA,1714106275
366,zhangjiakou,40.81,114.8794,299.05,15,100,3.76,CN,1714106354
367,nyachera,-0.9,30.4167,291.01,96,100,1.07,UG,1714106354
368,romny,50.751,33.4747,289.54,72,96,1.93,UA,1714106091
369,usogorsk,63.4106,48.6872,273.52,96,100,3.46,RU,1714106355
370,wickenburg,33.9686,-112.7296,294.37,28,4,4.11,US,1714106356
371,cill airne,52.05,-9.5167,279.92,94,100,2.16,IE,1714106356
372,cannonvale,-20.2833,148.7,299.03,62,28,7.17,AU,1714106357
373,saint-paul,-21.0096,55.2707,300.21,73,42,1.7,RE,1714106357
374,leninskoye,41.7589,69.3864,292.82,39,83,3.86,KZ,1714106357
375,shani,10.2162,12.062,303.17,53,98,1.61,NG,1714106358
376,richfield,44.8833,-93.283,287.29,40,75,6.69,US,1714106358
377,brookings,44.3114,-96.7984,286.58,62,75,9.26,US,1714106291
378,champerico,14.3,-91.9167,302.61,72,12,2.22,GT,1714106359
379,mpulungu,-8.7623,31.1141,295.66,78,94,2.37,ZM,1714106359
380,banda aceh,5.5577,95.3222,303.39,69,81,1.86,ID,1714106344
381,jiangyou,31.7667,104.7167,299.33,48,83,3.33,CN,1714106360
382,juybar,36.6412,52.9124,291.24,57,0,1.48,IR,1714106360
383,wangdue phodrang,27.4862,89.8991,300.03,24,0,1.45,BT,1714106361
384,firestone,40.1125,-104.9366,286.68,66,100,3.6,US,1714106361
385,reserva,-24.6503,-50.8506,290.42,99,95,0.65,BR,1714106362
386,hasaki,35.7333,140.8333,298.31,76,66,4.33,JP,1714106303
387,fangshan,39.6983,115.9925,301.2,36,84,2.73,CN,1714106358
388,necochea,-38.5473,-58.7368,283.39,95,74,4.26,AR,1714106226
389,makokou,0.5738,12.8642,294.74,99,75,0.99,GA,1714106363
390,jean-rabel,19.8533,-73.1917,297.72,87,96,4.76,HT,1714106363
391,eldorado,-23.7869,-54.2836,294.43,67,0,2.97,BR,1714106364
392,bharatpur,27.2167,77.4833,311.5,11,4,0.94,IN,1714106343
393,bijie,27.3125,105.2942,295.11,45,0,1.04,CN,1714106103
394,weno,7.4515,151.8468,303.12,89,100,5.14,FM,1714106265
395,ventnor,50.5948,-1.2037,280.19,94,100,4.82,GB,1714106365
396,isangel,-19.55,169.2667,300.21,78,40,4.12,VU,1714106366
397,buka,40.8108,69.1986,294.29,46,100,2.27,UZ,1714106366
398,holdrege,40.4403,-99.3698,285.64,100,100,5.14,US,1714106366
399,jiwani,25.05,61.7417,300.44,69,0,3.63,PK,1714106367
400,nogliki,51.8333,143.1667,289.45,33,9,5.81,RU,1714106237
401,okha,53.5739,142.9478,284.96,50,41,5.36,RU,1714106367
402,puerto ayacucho,5.6639,-67.6236,299.0,89,100,0.82,VE,1714106368
403,kendari,-3.945,122.4989,304.83,61,60,3.15,ID,1714106368
404,coeur d'alene,47.6777,-116.7805,283.28,79,100,2.06,US,1714106369
405,mejit,10.2753,170.8646,300.71,73,54,9.2,MH,1714106335
406,same,-4.0667,37.7333,293.42,88,99,1.36,TZ,1714106369
407,gubkinskiy,64.434,76.5026,270.18,85,81,5.21,RU,1714106370
408,kiunga,-6.1219,141.2906,303.33,75,80,1.69,PG,1714106370
409,micheweni,-4.9667,39.8333,299.23,87,100,5.49,TZ,1714106370
410,'alaqahdari dishu,30.4374,63.313,294.55,56,99,2.72,AF,1714106371
411,barclayville,4.6797,-8.2339,299.11,92,89,1.51,LR,1714106371
412,lebanon,36.2081,-86.2911,291.18,71,0,0.0,US,1714106372
413,az zawr,29.4425,48.2747,303.68,59,0,1.76,KW,1714106372
414,antonio enes,-16.2325,39.9086,299.63,63,98,3.94,MZ,1714106372
415,manado,1.487,124.8455,307.58,66,40,2.57,ID,1714106373
416,nichinan,31.6,131.3667,292.97,86,100,3.26,JP,1714106373
417,vilyuysk,63.7553,121.6247,264.82,87,99,2.24,RU,1714106286
418,bartica,6.4,-58.6167,298.33,99,89,0.86,GY,1714106374
419,ubinskoye,55.3068,79.6802,279.99,56,39,1.14,RU,1714106374
420,nemuro,43.3236,145.575,284.71,78,14,5.63,JP,1714106305
421,yermakovskoye,53.2831,92.4003,275.11,64,95,0.49,RU,1714106330
422,porto recanati,43.4365,13.6613,283.14,89,54,2.55,IT,1714106375
423,lorengau,-2.0226,147.2712,303.31,71,84,4.36,PG,1714106271
424,semey,50.4111,80.2275,279.27,26,0,11.0,KZ,1714106376
425,minas de marcona,-15.2119,-75.1103,288.16,87,60,4.92,PE,1714106362
426,kerikeri,-35.2268,173.9474,291.99,76,100,3.61,NZ,1714106324
427,king,47.4665,-121.8179,278.83,97,100,0.89,US,1714106377
428,falavarjan,32.5553,51.5097,285.71,44,6,0.92,IR,1714106378
429,bucerias,20.75,-105.3333,298.14,94,75,1.54,MX,1714106347
430,nova xavantina,-14.6667,-52.35,296.46,80,0,0.86,BR,1714106378
431,haiku-pauwela,20.9219,-156.3051,296.6,78,40,10.8,US,1714106299
432,rockport,28.0206,-97.0544,298.15,82,100,6.17,US,1714106379
433,strasburg,48.5834,7.743,278.4,87,100,1.03,FR,1714106181
434,xiazhuang,34.9161,118.6389,299.12,46,0,5.15,CN,1714106380
435,hamilton,39.1834,-84.5333,282.71,69,0,0.0,US,1714106360
436,talayuela,39.987,-5.6098,283.7,74,84,2.5,ES,1714106381
437,kaiapoi,-43.3783,172.6401,285.97,65,20,3.09,NZ,1714106381
438,tataouine,32.9297,10.4518,286.88,45,91,1.46,TN,1714106381
439,bardai,11.65,7.2333,298.24,62,4,3.83,NG,1714106338
440,opuwo,-18.0607,13.84,290.91,25,2,3.18,NA,1714106382
441,norilsk,69.3535,88.2027,260.05,83,74,1.8,RU,1714106180
442,ciudad lazaro cardenas,17.9583,-102.2,297.69,82,14,1.55,MX,1714106351
443,yerofey pavlovich,53.9667,121.9667,276.27,33,70,5.14,RU,1714106313
444,talcahuano,-36.7167,-73.1167,285.97,88,100,6.17,CL,1714106360
445,sakata,38.9167,139.855,293.25,52,0,2.57,JP,1714106384
446,duong dong,10.2167,103.9667,306.15,62,40,4.12,VN,1714106385
447,bikenibeu village,1.3673,173.1241,303.13,84,40,4.12,KI,1714106385
448,sao joao da barra,-21.6403,-41.0511,296.78,88,28,3.52,BR,1714106385
449,huilong,31.8111,121.655,289.84,77,88,5.48,CN,1714106386
450,andkhoy,36.9529,65.1238,295.51,33,100,4.4,AF,1714106387
451,yeraliyev,43.2,51.65,294.87,43,5,4.18,KZ,1714106295
452,poronaysk,49.2167,143.1167,287.75,39,5,3.87,RU,1714106316
453,kingscliff,-28.2667,153.5667,296.89,60,40,6.17,AU,1714106388
454,basoko,1.2391,23.616,296.8,86,100,1.64,CD,1714106284
455,ceres,37.5949,-120.9577,289.32,66,92,2.42,US,1714106389
456,shalya,57.2471,58.7298,279.29,73,83,1.73,RU,1714106389
457,carolina beach,34.0352,-77.8936,289.83,88,87,0.89,US,1714106390
458,jijiga,9.35,42.8,291.96,80,100,3.87,ET,1714106390
459,batticaloa,7.7102,81.6924,303.52,62,99,3.09,LK,1714106390
460,placerville,38.7296,-120.7986,285.04,89,100,3.6,US,1714106391
461,mil'kovo,55.6078,37.7956,288.39,90,100,2.57,RU,1714106391
462,gizo,-8.103,156.8419,302.49,73,100,1.34,SB,1714106391
463,ugoofaaru,5.6667,73.0,302.25,73,60,0.64,MV,1714106392
464,numata,36.6333,139.05,297.11,43,34,3.28,JP,1714106392
465,tafuna,-14.3358,-170.72,302.46,69,20,5.72,AS,1714106393
466,shush,32.1942,48.2436,303.56,25,0,2.91,IR,1714106393
467,gloversville,43.0528,-74.3438,276.01,80,0,0.99,US,1714106393
468,ola,59.5833,151.2833,273.23,88,100,5.99,RU,1714106303
469,karwar,14.8,74.1333,303.96,63,11,2.29,IN,1714106394
470,lagrange,33.0393,-85.0313,291.69,94,0,0.0,US,1714106394
471,aitape,-3.1374,142.3475,303.5,74,90,3.64,PG,1714106369
472,tazacorte,28.629,-17.9293,290.69,73,0,4.12,ES,1714106367
473,hovd,48.0056,91.6419,272.09,23,20,4.74,MN,1714106375
474,pokhara,28.2333,83.9833,305.01,10,0,3.89,NP,1714106342
475,brak,27.5496,14.2714,291.14,44,0,5.37,LY,1714106396
476,lucaya,26.5333,-78.6667,291.11,82,35,3.09,BS,1714106301
477,yantarnyy,54.8717,19.9381,276.07,86,55,6.19,RU,1714106397
478,yueyang,29.3333,113.0919,300.41,58,9,0.42,CN,1714106397
479,lagoa,39.05,-27.9833,287.0,74,78,6.26,PT,1714106398
480,buta,2.7858,24.73,296.19,86,99,0.43,CD,1714106333
481,mankivka,49.5923,38.4048,291.12,46,94,6.47,UA,1714106399
482,playas,-2.6333,-80.3833,298.68,78,65,3.74,EC,1714106399
483,at taj,24.2049,23.2857,295.15,22,75,5.58,LY,1714106325
484,muang phon-hong,18.4928,102.4172,313.78,20,0,0.46,LA,1714106400
485,kamina,-8.7386,24.9906,290.25,79,95,2.09,CD,1714106400
486,bodo,67.28,14.405,278.02,67,0,7.2,NO,1714106401
487,chuhar jamali,24.3895,67.9923,305.72,42,0,9.38,PK,1714106402
488,turkmenbasy,40.0222,52.9552,294.58,40,0,2.06,TM,1714106402
489,peniche,39.3558,-9.3811,287.1,81,96,7.37,PT,1714106402
490,yermentau,51.6214,73.1069,281.57,36,73,5.89,KZ,1714106403
491,al hudaydah,14.7978,42.9545,304.7,58,96,7.94,YE,1714106403
492,mount isa,-20.7333,139.5,301.02,26,44,5.14,AU,1714106295
493,bila tserkva,49.8094,30.1121,282.89,90,98,5.23,UA,1714106404
494,aflou,34.1128,2.1023,282.5,71,94,1.66,DZ,1714106405
495,mariehamn,60.0973,19.9348,275.07,100,100,2.06,AX,1714106405
496,pyetrykaw,52.1289,28.4921,280.92,94,100,3.13,BY,1714106405
497,port lincoln,-34.7333,135.8667,289.37,53,88,3.98,AU,1714106151
498,fada,9.5667,8.3,295.22,79,88,1.55,NG,1714106406
499,hangu,39.2489,117.7892,300.17,36,25,6.53,CN,1714106407
500,sydney,-33.8679,151.2073,295.12,56,1,2.24,AU,1714105961
501,gadzhiyevo,69.2551,33.3362,273.81,98,100,2.61,RU,1714106292
502,karakulino,56.012,53.7067,285.79,60,98,5.44,RU,1714106408
503,tionk essil,12.7856,-16.5217,297.13,72,100,4.09,SN,1714106409
504,nagqu,31.5,92.0,278.38,23,98,3.6,CN,1714106409
505,horta,38.5333,-28.6333,287.6,85,91,4.47,PT,1714106252
506,celestun,20.8667,-90.4,300.63,64,61,5.55,MX,1714106410
507,luena,-11.7833,19.9167,286.25,71,62,2.57,AO,1714106411
508,adolfo lopez mateos,28.4667,-107.3,282.0,30,2,4.57,MX,1714106411
509,quellon,-43.1167,-73.6167,279.58,70,68,5.36,CL,1714106411
510,cockburn town,21.4612,-71.1419,298.47,82,100,7.09,TC,1714106311
511,marka,1.7159,44.7717,299.67,84,100,6.34,SO,1714106412
512,el calafate,-50.3408,-72.2768,275.11,64,6,3.38,AR,1714106366
513,osorno,-40.5667,-73.15,281.07,99,91,2.86,CL,1714106149
514,koh kong,11.6175,102.9806,305.55,58,68,3.31,KH,1714106413
515,voi,-3.3945,38.563,297.21,77,100,1.61,KE,1714106414
516,kruisfontein,-34.0033,24.7314,289.2,93,100,1.7,ZA,1714106414
517,qandala,11.472,49.8728,304.75,54,82,2.23,SO,1714106414
518,buala,-8.145,159.5921,302.38,77,89,2.08,SB,1714106322
519,winnipeg,49.8844,-97.147,292.03,46,75,9.77,CA,1714106373
520,hami,42.8,93.45,292.17,30,99,9.27,CN,1714106286
521,birzebbuga,35.8258,14.5269,286.01,82,0,3.09,MT,1714106417
522,phalodi,27.1333,72.3667,306.83,20,0,7.98,IN,1714106418
523,yoloten,37.2989,62.3597,295.23,33,98,2.46,TM,1714106418
524,belle isle,28.4583,-81.3592,294.78,78,0,2.06,US,1714106419
525,fortuna,40.5982,-124.1573,284.63,95,100,4.63,US,1714106191
526,samoylovka,51.184,43.7081,291.14,51,100,6.66,RU,1714106419
527,sao felix do xingu,-6.6447,-51.995,295.14,98,46,0.34,BR,1714106420
528,dhidhdhoo,6.8833,73.1,302.35,74,46,2.08,MV,1714106421
529,muskogee,35.5834,-95.3336,291.49,77,100,8.23,US,1714106223
530,jinchang,38.4953,102.1739,293.37,23,100,4.51,CN,1714106331
531,xinzhi,36.4989,111.7047,303.21,18,7,4.41,CN,1714106422
532,konosha,60.9736,40.257,283.4,80,72,2.93,RU,1714106422
533,nyanguge,-2.55,33.2,292.6,95,100,2.93,TZ,1714106423
534,margate,51.3813,1.3862,279.09,83,95,4.22,GB,1714106286
535,ilabaya,-17.4208,-70.5133,292.8,61,12,0.62,PE,1714106423
536,gokwe,-18.2048,28.9349,288.93,63,0,2.15,ZW,1714106424
537,tokar,18.4254,37.729,302.59,71,1,3.1,SD,1714106424
538,gamay,12.3854,125.2979,305.66,58,26,4.07,PH,1714106425
539,rio grande,-32.035,-52.0986,291.45,84,51,7.3,BR,1714106272
540,jamaame,0.0697,42.745,299.41,86,100,3.15,SO,1714106426
541,afaahiti,-17.75,-149.2833,300.08,80,50,4.46,PF,1714106279
542,tomatlan,19.9333,-105.25,293.62,80,88,1.03,MX,1714106179
543,merizo village,13.2658,144.6691,304.46,81,52,7.67,GU,1714106365
544,harper,4.375,-7.7169,300.18,87,63,2.25,LR,1714106369
545,walvis bay,-22.9575,14.5053,285.68,100,100,3.6,NA,1714106428
546,villa gesell,-37.2639,-56.973,285.4,87,41,3.52,AR,1714106256
547,laojunmiao,39.8333,97.7333,291.68,19,6,6.61,CN,1714106171
548,tofol,5.3248,163.0078,302.03,84,100,9.26,FM,1714106429
549,ylitornio,66.3089,23.6773,273.12,98,100,2.92,FI,1714106429
550,kisangani,0.5167,25.2,295.51,97,93,1.12,CD,1714106430
551,uliastay,47.7417,96.8444,273.38,43,16,4.14,MN,1714106430
552,ballina,-28.8667,153.5667,294.14,62,74,6.07,AU,1714106430
553,tutrakan,44.05,26.6167,282.64,86,17,4.56,BG,1714106431
554,upington,-28.4478,21.2561,286.36,33,0,2.06,ZA,1714106431
555,maisi,43.0395,41.2621,298.73,30,71,0.37,GE,1714106432
556,weyburn,49.6668,-103.8511,287.27,47,81,2.57,CA,1714106433
557,baruun-urt,46.6806,113.2792,278.62,41,100,3.3,MN,1714106434
558,rantepao,-2.9701,119.8978,303.01,57,68,2.65,ID,1714106434
559,cloverdale,38.8055,-123.0172,287.29,70,99,2.68,US,1714106434
560,beibei,29.8256,106.4339,301.12,57,100,1.12,CN,1714106435
561,el alto,-4.2714,-81.2147,295.35,74,20,4.27,PE,1714106435
562,inongo,-1.95,18.2667,295.09,98,99,2.75,CD,1714106435
563,port douglas,-16.4833,145.4667,298.75,80,78,6.64,AU,1714106368
564,baiyin,36.5583,104.2081,290.84,20,100,10.76,CN,1714106349
565,santa rosa del sur,7.9644,-74.0544,295.66,93,100,1.11,CO,1714106437
566,katsuren-haebaru,26.3369,127.8719,300.58,83,100,6.69,JP,1714106161
567,sao jose da coroa grande,-8.8978,-35.1478,299.59,81,2,2.97,BR,1714106298
568,pokaran,26.9167,71.9167,306.31,25,0,7.74,IN,1714106438
569,moranbah,-22.0016,148.0466,300.92,32,46,5.38,AU,1714106317
570,pont rouge,48.8833,-72.0825,270.31,72,8,0.26,CA,1714106438
571,zhatay,62.1594,129.8294,270.18,50,40,3.0,RU,1714106439
572,nili,33.7218,66.1302,281.35,76,100,2.87,AF,1714106439
573,alofi,-19.0595,-169.9187,302.09,74,36,3.6,NU,1714106277
